code,valo_260326,prix_arrondi_260326,ecart_260326,profil_260326,source_prix_260326,source_ecart_260326,valo_260306,prix_arrondi_260306,ecart_260306,profil_260306,source_prix_260306,source_ecart_260306,delta_ecart_premier_vs_second,note
201677,97766.940000,97766.940000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",99021.710000,99021.710000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201678,100148.260000,100148.260000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",100182.150000,100182.150000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201763,100626.710000,100626.710000,0.000000,REV/AA/AN/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/BDT",100536.130000,100536.130000,0.000000,REV/AA/AN/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/BDT",0.000000,OK les deux dates
201791,106082.120000,106082.120000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",106212.770000,106212.770000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201792,109666.730000,109666.730000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",111196.870000,111196.870000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201793,117477.500000,117477.500000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",118643.920000,118643.920000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201808,117645.670000,117645.670000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",120090.460000,120090.460000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201809,124961.740000,124961.740000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",126139.270000,126139.270000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201821,110899.660000,110899.660000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",112618.460000,112618.460000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201822,113106.030000,113106.030000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",120365.950000,120365.950000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201835,103005.760000,103005.760000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",102880.610000,102880.610000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201836,115684.860000,115684.860000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",116383.970000,116383.970000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201837,107583.730000,107583.730000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",109333.610000,109333.610000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201840,103527.520000,103527.520000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",104102.830000,104102.830000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201841,110670.340000,110670.340000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",113150.010000,113150.010000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201848,102484.530000,102484.530000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",102369.030000,102369.030000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201853,102099.740000,102099.740000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101998.810000,101998.810000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201854,114430.390000,114430.390000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",115652.480000,115652.480000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201862,106795.330000,106795.330000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",107552.760000,107552.760000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201865,107952.060000,107952.060000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",109787.150000,109787.150000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201868,101263.540000,101263.540000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101177.290000,101149.090000,-28.200000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT,-28.200000,OK ref_date | ecart autre date
201870,106791.060000,106791.060000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",108931.630000,108931.630000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201872,110678.130000,110678.130000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",110887.830000,110887.830000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201873,113744.680000,113744.680000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",114925.290000,114925.290000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201882,100212.070000,100212.070000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",103297.310000,103297.310000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201889,102342.840000,102342.840000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",103241.460000,103241.460000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201891,,,,,,,102678.300000,102678.300000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",,
201892,102963.310000,102963.310000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",102951.860000,102951.860000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201896,99656.750000,99656.750000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101426.360000,101426.360000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201898,99294.360000,99294.360000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99504.400000,99504.400000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201905,96998.790000,96998.790000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99060.830000,99060.830000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201906,101506.610000,101506.610000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101398.890000,101398.890000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201913,101087.840000,101087.840000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101107.590000,101107.590000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201914,97234.260000,97234.260000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",98428.390000,98428.390000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201918,100996.110000,100996.110000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100999.880000,100999.880000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201919,98262.170000,98262.170000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99299.500000,99299.500000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201926,100398.420000,100398.420000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100478.470000,100478.470000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201929,100315.010000,100315.010000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100468.600000,100468.600000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201935,100101.420000,100101.420000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100295.010000,100295.010000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201937,100455.310000,100455.310000,0.000000,FIX/AA/SEM/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BDT",100339.650000,100339.650000,0.000000,FIX/AA/SEM/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BDT",0.000000,OK les deux dates
201938,97866.880000,97866.880000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99015.200000,99015.200000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201939,99919.750000,99919.750000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100158.360000,100158.360000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201940,100194.670000,100194.670000,0.000000,FIX/AA/AN/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BDT",100134.230000,100134.230000,0.000000,FIX/AA/AN/FIN/R/360/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BDT",0.000000,OK les deux dates
201941,99557.940000,99557.940000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99816.990000,99816.990000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
2151,6828.930000,6828.980000,0.050000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD,6814.710000,6814.640000,-0.070000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD,-0.120000,ecart change fortement entre dates
2185,104575.320000,104575.320000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",104676.860000,104676.860000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
5061,73369.220000,73369.250000,0.030000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,77915.730000,77888.790000,-26.940000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,-26.970000,ecart change fortement entre dates
5106,29757.860000,29757.880000,0.020000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/TRI/TRI/R/R/FPCT",32671.210000,32673.430000,2.220000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,2.200000,OK ref_date | ecart autre date
5107,98741.410000,98741.410000,0.000000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/TRI/TRI/R/R/FPCT",100905.850000,100915.530000,9.680000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,9.680000,OK ref_date | ecart autre date
5116,53193.000000,53193.030000,0.030000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,56244.220000,56252.700000,8.480000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,8.450000,ecart change fortement entre dates
5117,80421.760000,80421.770000,0.010000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/TRI/TRI/R/R/FPCT",83081.380000,83086.790000,5.410000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,5.400000,OK ref_date | ecart autre date
5119,47067.320000,47067.320000,0.000000,REV/AA/TRI/FIN/R/360/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/TRI/FIN/R/360/FPCT",53790.130000,53790.130000,0.000000,REV/AA/TRI/FIN/R/360/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/TRI/FIN/R/360/FPCT",0.000000,OK les deux dates
5122,40564.440000,40564.500000,0.060000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,43798.950000,43810.690000,11.740000,FIX/ZC/TRI/TRI/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT,11.680000,ecart change fortement entre dates
5129,105326.140000,105326.140000,0.000000,FIX/AA/AN/FIN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/FPCT",106559.870000,106559.870000,0.000000,FIX/AA/AN/FIN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/FPCT",0.000000,OK les deux dates
5151,100024.480000,100024.640000,0.160000,REV/ZC/TRI/FIN/R/360/FPCT,table Valorisation,a corriger (table Valorisation) | REV/ZC/TRI/FIN/R/360/FPCT,100598.470000,100622.760000,24.290000,REV/ZC/TRI/FIN/R/360/FPCT,table Valorisation,a corriger (table Valorisation) | REV/ZC/TRI/FIN/R/360/FPCT,24.130000,ecart change fortement entre dates
5156,100728.940000,100728.940000,0.000000,REV/ZC/AN/AN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | REV/ZC/AN/AN/R/R/FPCT",100579.770000,100578.970000,-0.800000,REV/ZC/AN/AN/R/R/FPCT,table Valorisation,a corriger (table Valorisation) | REV/ZC/AN/AN/R/R/FPCT,-0.800000,OK ref_date | ecart autre date
5166,100558.600000,100558.610000,0.010000,REV/ZC/TRI/TRI/R/360/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | REV/ZC/TRI/TRI/R/360/FPCT",100399.180000,100399.220000,0.040000,REV/ZC/TRI/TRI/R/360/FPCT,table Valorisation,a corriger (table Valorisation) | REV/ZC/TRI/TRI/R/360/FPCT,0.030000,OK ref_date | ecart autre date
5167,101241.340000,101241.340000,0.000000,FIX/ZC/AN/AN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/FPCT",101346.590000,101346.580000,-0.010000,FIX/ZC/AN/AN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/FPCT",-0.010000,OK les deux dates
5172,100811.720000,100811.720000,0.000000,FIX/AA/AN/FIN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/FPCT",100824.120000,100824.120000,0.000000,FIX/AA/AN/FIN/R/R/FPCT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/FPCT",0.000000,OK les deux dates
9070,101775.640000,101775.640000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",101572.560000,101573.170000,0.610000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD,0.610000,OK ref_date | ecart autre date
9087,103329.180000,103329.180000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",103092.250000,103092.250000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9091,108944.380000,108944.380000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",109423.210000,109423.210000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9149,6830.100000,6830.100000,0.000000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/ORD",6822.080000,6822.080000,0.000000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/ORD",0.000000,OK les deux dates
9167,106156.150000,106156.150000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",106099.210000,106099.210000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9202,237.370000,237.370000,0.000000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/ORD",237.140000,237.140000,0.000000,FIX/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/ZC/AN/AN/R/R/ORD",0.000000,OK les deux dates
9240,27018.080000,27018.080000,0.000000,REV/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/ZC/AN/AN/R/R/ORD",27061.790000,27061.800000,0.010000,REV/ZC/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/ZC/AN/AN/R/R/ORD",0.010000,OK les deux dates
9253,112498.600000,112498.600000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",114338.490000,114338.490000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9285,102927.820000,102927.820000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",102767.610000,102767.610000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9300,100760.880000,100760.880000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",100638.450000,100638.450000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9302,100789.090000,100789.090000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",100658.160000,100658.950000,0.790000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD,0.790000,OK ref_date | ecart autre date
9307,100960.410000,100960.410000,0.000000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/ORD",100791.960000,100792.760000,0.800000,REV/AA/AN/FIN/R/R/ORD,table Valorisation,a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD,0.800000,OK ref_date | ecart autre date
9313,104874.400000,104874.400000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",111307.180000,111307.180000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9329,106232.850000,106232.850000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",105996.740000,105996.740000,0.000000,FIX/AA/AN/FIN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/ORD",0.000000,OK les deux dates
9345,20227.790000,20227.790000,0.000000,REV/AA/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/AN/R/R/ORD",20201.970000,20201.970000,0.000000,REV/AA/AN/AN/R/R/ORD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/AN/R/R/ORD",0.000000,OK les deux dates
